input_text,prefix,target_text,group
Something you need to do before you dream is ,free-cs,to fall asleep,Mapping
Something you need to do before you discover the truth is ,free-cs,investigate,Mapping
Something you need to do before you discover the truth is ,free-cs,ask questions,Mapping
Something you need to do before you cook a meal is ,free-cs,have all the ingredients,Filling
Something you need to do before you cook a meal is ,free-cs,gather ingredients,Filling
Something you need to do before you clean your clothes is ,free-cs,take your clothes off,Mapping
Something you need to do before you clean your clothes is ,free-cs,take them off.,Mapping
Something you need to do before you chew your food is ,free-cs,put it in your mouth.,Filling
Something you need to do before you chew your food is ,free-cs,put the food into your mouth,Filling
Something you need to do before you breathe some fresh air is ,free-cs,go outside.,Mapping
Something you need to do before you breathe some fresh air is ,free-cs,inhale.,Filling
Something you need to do before you bake a cake is ,free-cs,turn on the oven,Mapping
Something you need to do before you bake a cake is ,free-cs,preheat the oven.,Mapping
Something you need to do before ,free-cs,you surprise someone is hiding,Mapping
Something you need to do before ,free-cs,you memorize is read.,Mapping
Something you might do while watching a tv show is ,free-cs,laugh,Mapping
Something you might do while watching a tv show is ,free-cs,sit down,Mapping
Something you might do while watching a movie is ,free-cs,laugh.,Filling
Something you might do while watching a movie is ,free-cs,falling asleep,Filling
Something you might do while washing your car is ,free-cs,get wet,Mapping
Something you might do while washing your car is ,free-cs,get wet,Mapping
Something you might do while walking is ,free-cs,stumble,Filling
Something you might do while walking is ,free-cs,stumble,Filling
Something you might do while waking up in the morning is ,free-cs,stretch.,Stretch
Something you might do while waking up in the morning is ,free-cs,urinate.,Filling
Something you might do while viewing a video is ,free-cs,pay attention,Mapping
Something you might do while viewing a video is ,free-cs,pay attention,Mapping
Something you might do while viewing a film at home is ,free-cs,make popcorn,Filling
Something you might do while viewing a film at home is ,free-cs,make popcorn,Filling
Something you might do while taking final exams is ,free-cs,sweat,Filling
Something you might do while taking final exams is ,free-cs,write an essay,Filling
Something you might do while taking an oath is ,free-cs,raise your right hand,Mapping
Something you might do while taking an oath is ,free-cs,place my hand on the Bible,Mapping
Something you might do while stopping your bicycle is ,free-cs,apply brakes,Mapping
Something you might do while stopping your bicycle is ,free-cs,use your brakes.,Mapping
Something you might do while smoking is ,free-cs,light a cigarette.,Filling
Something you might do while smoking is ,free-cs,inhale,Filling
Something you might do while scoring a homer is ,free-cs,run around the bases,Filling
Something you might do while scoring a homer is ,free-cs,run the bases.,Filling
Something you might do while scoring a home  is ,free-cs,run,Filling
Something you might do while scoring a home  is ,free-cs,run,Filling
Something you might do while running twenty six miles is ,free-cs,drink water.,Filling
Something you might do while running twenty six miles is ,free-cs,sweat.,Filling
Something you might do while resting is ,free-cs,fall asleep,Filling
Something you might do while resting is ,free-cs,prop up feet.,Filling
Something you might do while reading the newspaper is ,free-cs,drink coffee,Filling
Something you might do while reading the newspaper is ,free-cs,learning about current events,Mapping
Something you might do while reaching an impasse is ,free-cs,take one thing at a time.,Mapping
Something you might do while reaching an impasse is ,free-cs,take one thing at a time.,Mapping
Something you might do while punishing someone is ,free-cs,ignore them,Filling
Something you might do while punishing someone is ,free-cs,ignore them,Filling
Something you might do while playing tennis is ,free-cs,hit the ball,Filling
Something you might do while playing tennis is ,free-cs,serve a ball,Filling
Something you might do while playing chess is ,free-cs,capture a pawn,Filling
Something you might do while playing chess is ,free-cs,check,Filling
Something you might do while opening a gift is ,free-cs,tear the wrapping paper.,Filling
Something you might do while opening a gift is ,free-cs,cut the ribbon,Filling
Something you might do while meeting people is ,free-cs,smiling,Mapping
Something you might do while meeting people is ,free-cs,look them in the eye,Mapping
Something you might do while loving someone else is ,free-cs,have sex with them,Mapping
Something you might do while loving someone else is ,free-cs,kissing them,Mapping
Something you might do while lighting a fire is ,free-cs,striking a match,Filling
Something you might do while lighting a fire is ,free-cs,burn yourself,Filling
Something you might do while leaving the line is ,free-cs,you lose your place,Mapping
Something you might do while leaving the line is ,free-cs,lose your place in line,Mapping
Something you might do while improving yourself is ,free-cs,meditate.,Filling
Something you might do while improving yourself is ,free-cs,reading,Mapping
Something you might do while having lunch is ,free-cs,drink,Filling
Something you might do while having lunch is ,free-cs,eat some food,Mapping
Something you might do while having an orgasm is ,free-cs,shudder.,Filling
Something you might do while having an orgasm is ,free-cs,moan loudly.,Filling
Something you might do while going to the pub is ,free-cs,have a drink.,Mapping
Something you might do while going to the pub is ,free-cs,drink beer,Filling
Something you might do while going to a movie is ,free-cs,buy popcorn.,Filling
Something you might do while going to a movie is ,free-cs,laugh.,Mapping
Something you might do while going into a coma is ,free-cs,lose consciousness.,Mapping
Something you might do while going into a coma is ,free-cs,being unconscious,Mapping
Something you might do while going fishing is ,free-cs,bait a hook,Mapping
Something you might do while going fishing is ,free-cs,to buy bait,Mapping
Something you might do while getting a good grade is ,free-cs,celebrate.,Mapping
Something you might do while getting a good grade is ,free-cs,studying,Mapping
Something you might do while fighting war is ,free-cs,kill people,Mapping
Something you might do while fighting war is ,free-cs,killing someone,Mapping
Something you might do while exercising is ,free-cs,run,Filling
Something you might do while exercising is ,free-cs,lift weights.,Filling
Something you might do while enjoying the day is ,free-cs,smile.,Filling
Something you might do while enjoying the day is ,free-cs,relax,Filling
Something you might do while eating is ,free-cs,swallow,Filling
Something you might do while eating is ,free-cs,drink,Filling
Something you might do while earning a living is ,free-cs,work for yourself.,Mapping
Something you might do while earning a living is ,free-cs,go to work.,Mapping
Something you might do while driving your car is ,free-cs,turn the steering wheel,Turn the steering wheel
Something you might do while driving your car is ,free-cs,listen to the radio.,Filling
Something you might do while doing housework is ,free-cs,dusting,Filling
Something you might do while doing housework is ,free-cs,dust the furniture,Filling
Something you might do while designing software is ,free-cs,plan,Mapping
Something you might do while designing software is ,free-cs,plan,Mapping
Something you might do while cutting your hair is ,free-cs,look in the mirror,Mapping
Something you might do while cutting your hair is ,free-cs,look in the mirror,Mapping
Something you might do while committing perjury is ,free-cs,lie to a judge,Mapping
Something you might do while committing perjury is ,free-cs,tell a lie.,Filling
Something you find under the closet is ,free-cs,a basement,Filling
Something you find under the closet is ,free-cs,a floor,Filling
Something you find on the sea is ,free-cs,ship,Filling
Something you find on the sea is ,free-cs,a cruise ship.,Filling
Something you find on the moon is ,free-cs,rocks,Filling
Something you find on the moon is ,free-cs,dust,Filling
Something you find on the lawn is ,free-cs,grass,Filling
Something you find on the lawn is ,free-cs,sprinklers.,Filling
Something you find on the internet is ,free-cs,information.,Filling
Something you find on the internet is ,free-cs,pornography,Filling
Something you find on the beach  is ,free-cs,driftwood,Filling
Something you find on the beach  is ,free-cs,seaweed,Filling
Something you find on a plate is ,free-cs,steak,Filling
Something you find on a plate is ,free-cs,lasagna,Filling
Something you find next door is ,free-cs,your neighbors,Filling
Something you find next door is ,free-cs,neighbour,Filling
Something you find in the sock drawer is ,free-cs,a pair or socks,Filling
Something you find in the sock drawer is ,free-cs,a pair of socks,Filling
Something you find in the sky is ,free-cs,birds,Filling
Something you find in the sky is ,free-cs,a plane,Filling
Something you find in the forest is ,free-cs,monkeys,Filling
Something you find in the forest is ,free-cs,lots of trees.,Filling
Something you find in the desk is ,free-cs,paper clips,Filling
Something you find in the desk is ,free-cs,scissors.,Filling
Something you find in the corner is ,free-cs,spider web,Filling
Something you find in the corner is ,free-cs,Dust,Filling
Something you find in the closet is ,free-cs,clothing,Filling
Something you find in the closet is ,free-cs,a vacuum.,Filling
Something you find in the cellar is ,free-cs,a furnace.,Filling
Something you find in the cellar is ,free-cs,potatoes.,Filling
Something you find in class is ,free-cs,books.,Filling
Something you find in class is ,free-cs,desks.,Filling
Something you find in a trunk is ,free-cs,a spare tire,Filling
Something you find in a trunk is ,free-cs,keepsakes,Filling
Something you find in a quandry is ,free-cs,people,Mapping
Something you find in a quandry is ,free-cs,problems,Filling
Something you find in a pantry is ,free-cs,food.,Filling
Something you find in a pantry is ,free-cs,canned goods,Filling
Something you find in a casino is ,free-cs,slot machines.,Slot machines
Something you find in a casino is ,free-cs,security guards.,Filling
Something you find in a bus is ,free-cs,people,Filling
Something you find in a bus is ,free-cs,passengers,Filling
Something you find in a backpack is a ,free-cs,compass,Filling
Something you find in a backpack is a ,free-cs,first aid kit,Filling
Something you find behind the refrigerator is ,free-cs,dust bunnies.,Filling
Something you find behind the refrigerator is ,free-cs,dirt.,Filling
Something you find behind the fridge is ,free-cs,dust,Filling
Something you find behind the fridge is ,free-cs,dust bunnies,Filling
Something you find atop a mountain is ,free-cs,snow,Filling
Something you find atop a mountain is ,free-cs,a peak.,Mapping
Something you find at work is ,free-cs,the boss.,Filling
Something you find at work is ,free-cs,a tool.,Filling
Something you find at the airport is ,free-cs,pilots,Filling
Something you find at the airport is ,free-cs,check-in counter,Filling
Something you find at home  is ,free-cs,carpet,Filling
Something you find at home  is ,free-cs,a pet,Filling
Something you find at a swimming pool is ,free-cs,swimmers.,Filling
Something you find at a swimming pool is ,free-cs,lifeguards,Filling
Something you find at a museum is ,free-cs,sculptures,Filling
